tau,x
33.8,-1.72088
33.85,-1.04042
33.9,-1.56906
33.95,-1.20202
34,-1.72143
34.05,-1.74033
34.1,-1.69092
34.15,-1.94164
34.2,-1.93099
34.25,-1.29643
34.3,-1.40572
34.35,-0.858171
34.4,-1.37258
34.45,-1.56046
34.5,-1.70233
34.55,-1.25858
34.6,-1.33027
34.65,-1.33546
34.7,-0.998818
34.75,-0.819092
34.8,-0.542818
34.85,-0.303243
34.9,-0.568342
34.95,-0.683254
35,-0.924421
35.05,-1.07287
35.1,-1.05852
35.15,-1.48794
35.2,-1.25991
35.25,-0.923697
35.3,-0.550537
35.35,-0.907883
35.4,-0.631935
35.45,-0.382989
35.5,-0.0453282
35.55,0.603266
35.6,0.630861
35.65,1.03123
35.7,1.09524
35.75,1.09538
35.8,1.50525
35.85,1.34751
35.9,1.78918
35.95,2.18958
36,2.26331
36.05,1.42452
36.1,2.11674
36.15,1.70558
36.2,2.24463
36.25,1.84048
36.3,1.77692
36.35,1.54358
36.4,1.3818
36.45,0.79909
36.5,0.867694
36.55,1.03198
36.6,0.88183
36.65,1.33094
36.7,1.69217
36.75,1.58788
36.8,1.35643
36.85,1.28695
36.9,1.57211
36.95,1.87678
37,1.80516
37.05,1.85559
37.1,1.27962
37.15,1.65839
37.2,1.23061
37.25,1.32335
37.3,1.59633
37.35,1.43184
37.4,0.905192
37.45,1.09581
37.5,0.924803
37.55,1.23629
37.6,1.72264
37.65,1.49978
37.7,1.35145
37.75,1.43077
37.8,1.18824
37.85,1.28922
37.9,1.79176
37.95,1.48813
38,1.50112
38.05,1.38131
38.1,1.62155
38.15,1.7212
38.2,1.32315
38.25,1.43433
38.3,1.09722
38.35,1.31441
38.4,1.30662
38.45,1.03235
38.5,1.15647
38.55,1.36616
38.6,1.36558
38.65,1.43822
38.7,1.68562
38.75,1.22023
38.8,1.31404
38.85,1.59449
38.9,1.3722
38.95,1.41911
39,1.38992
39.05,1.27688
39.1,0.958639
39.15,1.3071
39.2,1.20699
39.25,1.55281
39.3,1.54947
39.35,1.85309
39.4,2.05946
39.45,1.50993
39.5,0.769324
39.55,0.79135
39.6,0.931059
39.65,0.968737
39.7,1.21608
39.75,1.53198
39.8,1.94337
39.85,2.06066
39.9,1.7181
39.95,1.43478
